config_id,spectral_radius,input_scaling,leak_rate,best_ridge_mode,val_nmse_mean,val_nmse_std,test_nmse_mean,test_nmse_std,n_seeds
7abf50ed0613,1.0,0.1,0.6,1e-10,0.162229864415301,0.014710468719459493,0.1576059001171325,0.015527953070971547,5
fdf1c43a4fc3,1.0,0.1,0.7,1e-10,0.12421832171300826,0.01603586667888585,0.11273912421535759,0.009786988187399969,5
2d6414c08afe,1.0,0.1,0.8,1e-10,0.11245201095485062,0.022765820589560306,0.09966489100520369,0.011799156910746001,5
96af7170b8b0,1.0,0.1,0.9,1e-10,0.112146237234069,0.01997335339365341,0.09331207779278514,0.014631151126437904,5
dc4c45de4adf,1.0,0.1,1.0,1e-10,0.1534919758172786,0.03227629417895825,0.13000159528699706,0.02666416440243036,5
3810619288b7,1.0,0.15,0.5,1e-10,0.18662731108735048,0.02071711387700708,0.18554576692642272,0.014496787733075719,5
7cac7de131c3,1.0,0.15,0.6,1e-10,0.16573621351278492,0.01719553919560954,0.16069139092998921,0.012487582931884941,5
dceacae1b13c,1.0,0.15,0.7,1e-10,0.1303678939945146,0.01539787558393424,0.11825812101826325,0.009922206038765893,5
74f5322906a7,1.0,0.15,0.8,1e-10,0.11327139644502233,0.02282621548064985,0.10032784152863754,0.011429283786046676,5
aa90423e4863,1.0,0.15,0.9,1e-10,0.11290559302445187,0.020438107659736773,0.09396937309760818,0.014984925102735514,5
6f35fc510607,1.0,0.15,1.0,1e-06,0.1533338398669581,0.03206642043888709,0.12800050206383856,0.025014101605173908,5
30b7fd6f1fe3,1.0,0.2,0.5,1e-10,0.1897737525886967,0.021399111720431584,0.18785379865421295,0.01410607691678806,5
b91874646580,1.0,0.2,0.6,1e-08,0.16940953364895922,0.01807359445243728,0.16457894570377554,0.01175226762800839,5
bc1688d5c650,1.0,0.2,0.7,1e-08,0.13745517225275888,0.015761680823980637,0.1244929392661879,0.009711493704436818,5
e02c3daaea07,1.0,0.2,0.8,1e-10,0.11454422177996897,0.02276357022696832,0.1015165804283031,0.010842012263879593,5
4d2160951482,1.0,0.2,0.9,1e-10,0.11442008035334912,0.02079554695979869,0.09523854353318217,0.016014347430736934,5
67e56b279b44,1.0,0.2,1.0,1e-06,0.15517219150979722,0.03183844319383429,0.12768794640572007,0.02504667758045443,5
139f2a03ac16,1.0,0.3,0.5,1e-08,0.1959732943371943,0.0229894444116576,0.19297579318297425,0.014531504932380585,5
7d231a730c0b,1.0,0.3,0.6,1e-08,0.17759233715584552,0.018927664306558296,0.1709247683793138,0.012753671780109015,5
52799148816a,1.0,0.3,0.7,1e-10,0.14956755778212488,0.01805280793111807,0.13501765389289502,0.008442436217923989,5
7d313d409da0,1.0,0.3,0.8,1e-10,0.1176446428897727,0.023439846274736255,0.10428131432499996,0.010268205621003515,5
9143fa7774c8,1.0,0.3,0.9,1e-10,0.11839762940456303,0.022074102483732993,0.09825105233045932,0.01869053425210331,5
6c14593336a9,1.0,0.3,1.0,1e-06,0.1607070324909088,0.031676106383432656,0.1306442965113114,0.0265047292668035,5
4df7ca5b3a5c,1.0,0.4,0.5,1e-08,0.20053004065854924,0.024431999036850095,0.19636799115025302,0.014534985754750944,5
8a01e3c2af7d,1.0,0.4,0.6,1e-10,0.18374554328139428,0.020668630038656634,0.17555935341072376,0.01304930063068206,5
5a1306e243a3,1.0,0.4,0.7,1e-10,0.15819417028129895,0.021063311570599208,0.14285316415914187,0.007006668240828962,5
f9fb2fa2e9af,1.0,0.4,0.8,1e-10,0.12216687826080326,0.024429321323236657,0.10821063187075067,0.01019315577165662,5
4e018c35c4e2,1.0,0.4,0.9,1e-10,0.12334433986034994,0.023784463215586017,0.10239157566930794,0.02021978357060796,5
de029cf2303a,1.0,0.4,1.0,1e-06,0.16640672300760992,0.0322794344907262,0.13753545362545477,0.031862550945261484,5
af3244f452ab,1.1,0.05,0.5,1e-10,0.19485023893741824,0.01108029213485943,0.19069334179989667,0.023559615085504696,5
dbe2e4b383cc,1.1,0.05,0.6,1e-10,0.1792500718031767,0.018875639430692422,0.17459631812162124,0.0353964726497934,5
3ea215ff899d,1.1,0.05,0.7,1e-10,0.15546920602943082,0.037957936196895574,0.14353925530362205,0.04832792145866795,5
