config_id,spectral_radius,input_scaling,leak_rate,narma10_val_nmse_mean,narma10_val_nmse_std,narma10_test_nmse_mean,narma10_test_nmse_std,mg_val_nmse_mean,mg_val_nmse_std,mg_test_nmse_mean,mg_test_nmse_std,mc_total_mean,mc_total_std,rank_narma10,rank_mg,rank_mc,aggregate_rank,n_seeds
e02c3daaea07,1.0,0.2,0.8,0.11454422177996897,0.02276357022696832,0.1015165804283031,0.010842012263879593,4.006264116483972e-12,3.891736082415067e-12,2.0926131632012465e-12,5.963876547575658e-13,19.313704223449964,0.9564628493640086,10,50,46,35.333333333333336,5
96af7170b8b0,1.0,0.1,0.9,0.112146237234069,0.01997335339365341,0.09331207779278514,0.014631151126437904,8.721696507463216e-12,8.282797685832251e-12,3.981065000860914e-12,1.4023821177917366e-12,25.773387480444608,1.6539606180054502,1,98,8,35.666666666666664,5
4e018c35c4e2,1.0,0.4,0.9,0.12334433986034994,0.023784463215586017,0.10239157566930794,0.02021978357060796,1.2239812533429577e-12,6.770479994924741e-13,1.0062235658626814e-12,4.676167726652658e-13,17.317406461069766,0.7436991946049345,30,4,77,37.0,5
a9601e3f62df,0.8,0.15,0.9,0.11994050467545181,0.03062279758912969,0.10253616934063545,0.0109342688008259,2.829541911994733e-12,4.070966566384378e-13,2.596280377359784e-12,4.0782068070790197e-13,18.443829350909482,0.32569143702588543,17,36,59,37.333333333333336,5
c82084527fd4,0.9,0.15,0.8,0.12002275334301367,0.0226407797594286,0.10085809873668221,0.006870978573173426,3.5883772798153166e-12,7.220481151169626e-13,3.3830669104996954e-12,9.067844729113113e-13,18.969907346924327,0.3582768325387007,18,47,52,39.0,5
5d7efc63ccdb,0.8,0.2,0.9,0.1203019532375749,0.03046816005658383,0.10278953960444562,0.011101509375090652,2.0288095774763133e-12,4.129676486866339e-13,1.850005512572757e-12,4.715243752692266e-13,17.30996503289476,0.28255151761578184,20,20,78,39.333333333333336,5
ed9cbcae5f86,0.9,0.2,0.8,0.12025594982868568,0.02296111075136636,0.10154289234293915,0.007385487099549567,2.6251222774020373e-12,6.187198702550273e-13,2.4649566462333952e-12,8.084842916680082e-13,17.71710897522442,0.3547783084458312,19,34,67,40.0,5
7cfedd757ff7,0.9,0.4,0.9,0.11992446275990114,0.028812324564213298,0.10002429098050554,0.012479559901177504,1.1612142525947508e-12,2.910570101815414e-13,1.1928893190626726e-12,3.7039984679471545e-13,15.749027219714545,0.433741979738765,16,2,104,40.666666666666664,5
7d313d409da0,1.0,0.3,0.8,0.1176446428897727,0.023439846274736255,0.10428131432499996,0.010268205621003515,2.5506437914339594e-12,2.413240356466668e-12,1.3464637026029894e-12,3.878368344050288e-13,17.288592360003214,0.6041076121572437,13,30,79,40.666666666666664,5
e3f517fda7c3,0.9,0.4,1.0,0.13539664804413215,0.032491217929857055,0.1062800941196543,0.01420152263677074,1.003900079327264e-12,3.173453880518539e-13,1.065776646715624e-12,3.984487840263812e-13,17.34019879349189,0.6825797966799613,49,1,76,42.0,5
